"PERMIT_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"BP2016-0536","2016-11-01 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(11/1/2016 11:09:27 AM JGM) Action Created(11/1/2016 11:09 AM JGM) JESUS CALLED TOLD HIM WE NEED TWO SETS OF TRUSS CALCS SIGNED BY DESIGNER.","","JGM:1611011109271685","2016-11-01 00:00:00","0","0000000048357646","1190803635","","0"
"BP2013-0497","2017-01-26 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(1/26/2017 11:23:10 AM JGM) Action Created(1/26/2017 11:23 AM JGM) DEBORAH THE ARCITECH CLLED STATUS ON PERMIT PER ED SHORT PERMIT IS EXPIRED NEED TO REAPLY WITH NEW CODE UPDATES.APLICANT WILL COME BY TO PICK UP EXPIRED PLANS & DOCS IN THE PROCESSING BIN","","JGM:1701261123101541","2017-01-26 00:00:00","0","000000004A5EE8FE","1247728934","","0"
"FE2016-0571","2017-02-21 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(2/21/2017 10:07:23 AM JGM) Action Created(2/21/2017 10:07 AM JGM) tlked to contractor tld him FSA  fees aree due need to pay to get final inspection.","","JGM:1702211007231479","2017-02-21 00:00:00","0","000000004B9183D5","1267827659","","0"
"FP2017-0038","2017-04-21 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(4/21/2017 12:48:45 PM JGM) Action Created(4/21/2017 12:48 PM JGM) OK TO ISSUE  PERMIT PER  LESLIE LINDBO ATTACHED DOCS FOR SEPARATE PARCELS IN ATTACHEMNTS FOR BARN.","","JGM:1704211248456542","2017-04-21 00:00:00","0","000000004F0067DE","1325426652","","0"
"BP2017-1071","2017-12-05 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(12/5/2017 7:38:51 AM JGM) Action Created(12/5/2017 7:38 AM JGM) CONTRACTOR CLLED FOR STATUS PERMIT APPROVED & READY TO ISSUE..","","JGM:1712050738504472","2017-12-05 00:00:00","0","000000005AE60A95","1525025427","","0"
"BP2017-0803","2018-06-14 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(6/14/2018 2:16:34 PM JGM) Action Created(6/14/2018 2:16 PM JGM) khempone boualinthong came in had office set plans we kept/ Scott and i let her know what needs to be done to issue field set.  gave out school & fire forms.","","JGM:1806140216335823","2018-06-14 00:00:00","0","00000000650C2432","1695294512","","0"
"BP2016-0512","2018-08-16 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(8/16/2018 10:03:12 AM JGM) Action Created(8/16/2018 10:03 AM JGM) PERMIT EXTENSION FEE FORM IN ATTACHMENTS TOOK IN $65.00 DOLLARS FOR  BOTH BP2015-0923/ BP2016-0512 PER SCOTT. GOOD TILL FEB,16/2019","","JGM:1808161003119265","2018-08-16 00:00:00","0","000000006805D79F","1745213341","","0"
"BP2019-0074","2019-02-13 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(2/13/2019 9:46:29 AM JGM) Action Created(2/13/2019 9:46 AM JGM) for printing and slip-sheeting revised plans $149.00","","JGM:1902130946302397","2019-02-13 00:00:00","0","0000000073678085","1936162947","","0"
"BP2019-0124","2019-02-14 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(2/14/2019 9:33:41 AM JGM) Action Created(2/14/2019 9:33 AM JGM) ROBERT MARIN HOME OWNER CAME IN REQUESTING OPTIONS/  NOT TO HAVE ENGINEER PLANS FOR THE PATIO COVER. TLKED TO TOM & SCOTT OK FOR NO ENGINEERING WILL PAY CODE CASE FEE OF $260.00  CE2018-0008.","","JGM:1902140933414108","2019-02-14 00:00:00","0","0000000073788A7F","1937264669","","0"
"BP2019-0485","2019-09-06 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(9/6/2019 10:58:56 AM JGM) Action Created(9/6/2019 11:00 AM JGM)STEFAN MATAN IS THE OWNER BUILDER WILL TAKE OVER PERMIT PROJECT MOVING FORWARD..ALL NEW INFO IN CONTACTS & CONTRACTOR.(415)699-0523        stefan@apparent.com","","JGM:1909061058561079","2019-09-06 00:00:00","0","000000007E2E446C","2116961067","","0"
"BP2019-0485","2019-10-03 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(10/3/2019 11:06:42 AM JGM) Action Created(10/3/2019 11:06 AM JGM) stefan owner was in office traveling will return next week with payment of $17,515.44","","JGM:1910031106425122","2019-10-03 00:00:00","0","000000007F966C73","2140564593","","0"
"BP2019-0914","2019-10-16 00:00:00","FISCAL COMMENTS","JOHNNY MUNOZ","(10/16/2019 2:22:47 PM JGM) Action Created(10/16/2019 2:22 PM JGM) UNPAID FEES PER RETURNED CHECK # 1073 WILL CALL APPLICANT FOR CASHEIRS CHECK IN THE AMOUNT OF $3,343.64  ALSO FOR CHECK # 1074 WITH  A  RETURNED CHECK FEE OF OF $25.00 DOLLARS ON BOTH PERMITS.","","JGM:1910160222475826","2019-10-16 00:00:00","0","000000008057AD9E","2153229373","","0"
"BP2016-0536","2019-10-22 00:00:00","REINSTATE PERMIT","JOHNNY MUNOZ","(10/23/2019 9:15:07 AM JGM) Action Created(10/23/2019 9:15 AM JGM) SEE ATTACHMENT EXTENSION FORM..PAID FEES GOOD THRU 4/23/2020","","JGM:1910230915060437","2019-10-23 00:00:00","0","0000000080A931C1","2158571965","","0"
"BP2018-0548","2020-08-17 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(8/17/2020 10:21:29 AM JGM) Action Created(8/17/2020 10:21 AM JGM) CALLED CHRIS PERMIT MAY NEED SPECIAL INSPECTION FOR BACK FILL COMPACT REPORT LET MR. BERMUDEZ KNOW NEED TO TALK TO architect or engineer for a letter. per chris","","JGM:2008171021281574","2020-08-17 00:00:00","0","000000008BC3B462","2344858658","","0"
"FE2020-0440","2020-08-27 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(8/27/2020 10:31:51 AM JGM) Action Created(8/27/2020 10:31 AM JGM) PLEASE COLLECT FSA FEE DURING SUBMITAL .","","JGM:2008271031510461","2020-08-27 00:00:00","0","000000008C41DD5F","2353126749","","0"
"BP2020-0755","2020-09-25 00:00:00","BUILDING NOTES","JOHNNY MUNOZ","(9/25/2020 9:32:58 AM JGM) Action Created(9/25/2020 9:32 AM JGM) PER EMAIL & PHONE CONVERSATION WITH JOSH CONTRACTOR NEED  CLARIFICATION ON WITCH ADDRESS & PARCEL PROJECT ON.(9/25/2020 9:33 AM JGM)SEE ATTACHED EMAIL(9/25/2020 2:42 PM JGM)PER EMAIL LINKED SOLAR PERMIT TO PARCEL 051-202-007 ADDRESS 3324 CR 99W DUNNIGANPOINT OF INTERCONNECTION IS ON OTHER PARCELL 051-202-011 334 CR 99W","","JGM:2009250932589627","2020-09-25 00:00:00","0","000000008D967442","2374795380","","0"
"BP2021-0979","2022-03-03 00:00:00","ENV HEALTH NOTES","JIANMIN HUANG","(3/3/2022 3:50:48 PM JMH) Action Created(3/3/2022 3:51 PM JMH)Surfaceing sewage at house #1. Active EH complaint case. Do not finalize the building permit until this is addressed.(3/3/2022 4:36 PM SDY)Voice message left for owner at 530-666-5188 and an email sent to ricroof@sbcglobal.net.(6/14/2022 10:50 AM SDY)Renters have moved out.   Owner has not submitted evaluation by a septic contractor.   Any repairs are to be made under a septic permit.  Septic system to meet standards prior to occupancy.(10/4/2022 2:40 PM SDY)9/27/22--Septic tank and ponded waste water around septic tank pumped per Jim Olstad.  Per Mr. Olstad, the pumper explained how to repair the tank with grout.10/3/22--CPU (Boua Ly) inspected house due to housing complaint submitted 9/23/22.  Tank has been repaired.  Rick Olstad emailed me stating the tank has been repaired.  He has not confirmed if effluent pipe is sloped.","","JMH:2203030350486267","2010-12-14 00:00:00","0","00000000B15281EB","2789287111","","0"
"BP2021-0364","2021-05-03 00:00:00","PG&E ELECTRIC METER RELEASE","JOHN DESARIO","(5/3/2021 1:37:02 PM JOD) Action Created(5/3/2021 1:37 PM JOD) Tag # 36306 permit finaled","","JOD:2105030137022645","2021-05-03 00:00:00","0","0000000096A860C7","2527617221","","0"
"BP2022-0939","2022-10-03 00:00:00","FISCAL COMMENTS","KAANAN GORADIA","(10/3/2022 2:15:17 PM KG) Action Created(10/3/2022 2:15 PM KG) Unpaid transaction on 10/3 and backdated to 9/30/22 to match when payment was applied on Converge.","","KG:2210030215178907","2022-10-03 00:00:00","0","00000000B13C67AA","2973525928","","0"
"EBP2014-0025","2014-09-11 00:00:00","FISCAL COMMENTS","KIMBERLY KNUDSON","VOIDED (KK 9/11/2014 11:31:48 AM)(9/11/2014 11:31:14 AM KK) Action Created(9/11/2014 11:31 AM KK) FULL REFUND ISSUED","","KK:1409111131136171","2014-09-11 00:00:00","0","000000001B07DA28","453499379","","0"
"EBP2014-0025","2014-09-11 00:00:00","FISCAL COMMENTS","KIMBERLY KNUDSON","(9/11/2014 11:32:40 AM KK) Action Created(9/11/2014 11:32 AM KK) FULL REFUND ISSUED. WARRANT DATE 9/3/14 WARRANT # 09432292 CAMS JE00027","","KK:1409111132406172","","0","000000001B07DA65","453499489","","0"
"BP2021-0348","2021-07-23 00:00:00","GENERAL NOTE","KIMBERLY VILLA","(7/23/2021 6:24:19 PM KV) Action Created(7/23/2021 6:24 PM KV) Please send me an email when this permit requests a final.  I will need to change the tax assessments since it is in a CSA","","KV:2107230624193703","","0","000000009A8B4078","2592817270","","0"
"BP2019-0671","2021-07-23 00:00:00","GENERAL NOTE","KIMBERLY VILLA","(7/23/2021 7:16:07 PM KV) Action Created(7/23/2021 7:16 PM KV) Please Notify Kim Villa when final is requested.  This parcel is in a CSA and will need to have the tax assessment adjusted when completed.","","KV:2107230716073705","","0","000000009A8B4546","2592818500","","0"
"BP2022-0207","2022-03-02 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(3/2/2022 12:00:55 PM MAN) Action Created(3/2/2022 12:00 PM MAN) ADDITIONAL FEES MAY BE APPLICABLE (FLOOD DETERMINATION)","","MAN:2203021200553371","","0","00000000A62B4DD8","2787855828","","0"
"BP2022-0211","2022-03-03 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(3/3/2022 9:20:12 AM MAN) Action Created(3/3/2022 9:20 AM MAN) APN HAS NOT BEEN UPDATED IN TRAKIT. NEW APN NUMBER IS 048-160-019. PARCEL WAS SPLIT.","","MAN:2203030920124722","","0","00000000A639D88C","2788808842","","0"
"BP2022-0322","2022-03-28 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(3/28/2022 10:56:13 AM MAN) Action Created(3/28/2022 10:57 AM MAN)Structure attached to house was built in the 90's no permit history but the structure was not original with the house.","","MAN:2203281056135282","","0","00000000A76AFA4F","2808805757","","0"
"BP2021-0593","2022-03-31 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(3/31/2022 12:26:34 PM MAN) Action Created(3/31/2022 12:26 PM MAN)No EH review required","","MAN:2203311226340615","2022-03-31 00:00:00","0","00000000A7A6CBF7","2812725001","","0"
"BP2022-0365","2022-04-07 00:00:00","FISCAL COMMENTS","MARLIN NARDIELLO","(4/7/2022 1:48:24 PM MAN) Action Created(4/7/2022 1:48 PM MAN) Permit was brought in as one when it should have been two. Second permit was generated and the building standard fee and the seismic fees were paid for on BP2022-0357.","","MAN:2204070148247028","","0","00000000A80B24DA","2819302616","","0"
"FE2022-0129","2022-04-19 00:00:00","ASR-ADDRESS","MARLIN NARDIELLO","(4/19/2022 10:40:35 AM MAN) Action Created(4/19/2022 10:40 AM MAN)NEW BUSINESS SITE ADDRESS FOR NORTHERN RECYCLING, INC. 44692 CR28H, REFERENCE MAP M20","","MAN:2204191040357439","","0","00000000A8CBFF28","2831941355","","0"
"BP2022-0529","2022-05-31 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(5/31/2022 9:04:28 AM MAN) Action Created(5/31/2022 9:06 AM MAN)Propsed scale is going where the old leech field is. The abandoned leech field needs to be taken care of prior to installation.","","MAN:2205310904289911","","0","00000000AAF2E597","2868044899","","0"
"FE2022-0215","2022-06-01 00:00:00","FISCAL COMMENTS","MARLIN NARDIELLO","(6/1/2022 10:57:52 AM MAN) Action Created(6/1/2022 10:58 AM MAN)FEE COLLECTED ON BP2022-0510","","MAN:2206011057521549","","0","00000000AB0A8226","2869592549","","0"
"FE2022-0215","2022-06-01 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(6/1/2022 10:59:27 AM MAN) Action Created(6/1/2022 10:59 AM MAN) NEW ADDRESS IS 26827 WOODLAND AVE, ESPARTO, CA 95627(6/1/2022 11:07 AM MAN)NEW ADU ADDRESS 26829 WOODLAND AVE, ESPARTO, CA 95627","","MAN:2206011059271566","","0","00000000AB0B5A99","2869592885","","0"
"BP2022-0363","2022-06-09 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(6/9/2022 10:29:24 AM MAN) Action Created(6/9/2022 10:29 AM MAN) Applicant was contacted regarding EH corrections, They will be getting back today, June 9th.","","MAN:2206091029247159","","0","00000000AB571D5B","2874613081","","0"
"BP2022-0591","2022-06-17 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(6/17/2022 12:57:52 PM MAN) Action Created(6/17/2022 12:58 PM MAN)Old Parcel was split and new parcel number is 042-580-079, Trakit is not updated.","","MAN:2206171257523048","","0","00000000ABC080D4","2881519737","","0"
"FE2022-0257","2022-06-21 00:00:00","ASR-ADDRESS","MARLIN NARDIELLO","(6/21/2022 10:13:04 AM MAN) Action Created(6/21/2022 10:13 AM MAN)New address assigned to Yocha Dehe Wintun Nation - 12573 Highway 16, Brooks, CA","","MAN:2206211013044848","","0","00000000ABE0D745","2883629234","","0"
"BP2021-0417","2022-06-29 00:00:00","FISCAL COMMENTS","MARLIN NARDIELLO","(6/29/2022 12:59:21 PM MAN) Action Created(6/29/2022 1:01 PM MAN)Half hour charged for each additional permit on top of TCO fee per Chris RiceTCO charged BP2021-0417Additional permits, 30 min charged as followsBP2021-0429BP2022-0240BP2022-0456BP2021-0395BP2021-0720(6/29/2022 1:58 PM MAN)BP2022-0396","","MAN:2206291259211763","","0","00000000AC5A6574","2891410974","","0"
"BP2022-0202","2022-09-14 00:00:00","FISCAL COMMENTS","MARLIN NARDIELLO","(9/14/2022 9:57:56 AM MAN) Action Created(9/14/2022 10:03 AM MAN)GENERAL PLAN COST RECOVERYBUILDING PERMIT ISSUANCE FEEBUILDING STANDARD FEEISSUANCE FEEGRADINGPUBLIC WORKS EVALUATION FOR BUILDINGPW TECH FEESTORM WATER FEESSTORM WATER TECH FEE ABOVE FEES WERE COLLECTED IN CONVERGE BUT WHEN PAYING THEM WITH TRAKIT BUT WOULD NOT PROCESS PAYMENT. ALL FEES ABOVE WERE DELETED AND PAID ON SUB-PERMIT BP2022-0881.","","MAN:2209140957562499","","0","00000000B037AB5D","2956431687","","0"
"FE2022-0472","2022-09-29 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(9/29/2022 9:39:01 AM MAN) Action Created(9/29/2022 9:39 AM MAN) NEW ADDRESSES CREATED:(9/29/2022 9:39 AM MAN)17884 RAILROAD ST17892 RAILROAD ST","","MAN:2209290939016192","","0","00000000B113EDC6","2970873222","","0"
"FE2022-0482","2022-10-06 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(10/6/2022 1:11:03 PM MAN) Action Created(10/6/2022 1:11 PM MAN) NEW ADDRESS IS 36438 COUNTY ROAD 19B","","MAN:2210060111032287","","0","00000000B173AD96","2977148308","","0"
"BP2022-0510","2022-10-14 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(10/14/2022 8:27:00 AM MAN) Action Created(10/14/2022 8:27 AM MAN) Customer contacted regarding outstanding FSA fees on 10/6 via email. Customer called in and ensured he would pay the following week, he has not.(10/18/2022 3:43 PM MAN)Customer Paid FSA fees","","MAN:2210140827008889","","0","00000000B25120B5","2984612924","","0"
"BP2022-0379","2022-12-05 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(12/5/2022 3:44:41 PM MAN) Action Created(12/5/2022 3:44 PM MAN) FSA fees have not been paid - FE2022-0118","","MAN:2212050344414025","","0","00000000B491A818","3029444630","","0"
"FE2022-0582","2022-12-05 00:00:00","GENERAL NOTE","MARLIN NARDIELLO","(12/5/2022 9:13:50 AM MAN) Action Created(12/5/2022 9:13 AM MAN) NEW ADDRESS:(12/5/2022 9:14 AM MAN)37804 RUSSELL BLVD, DAVIS CA 95616","","MAN:2212050913502592","","0","00000000B487438D","3028763475","","0"
"BP2022-0849","2022-12-09 00:00:00","BUILDING NOTES","MAGDALENA GUSAK","(12/9/2022 2:11:40 PM MG) Action Created(12/9/2022 2:11 PM MG) Spoke with Matt on the phone, 12/9. Building and FSA fees were paid. Screenshot of electrical plans were sent in and I requested a more clear file so we can review the plans. Reviews are still on hold, 12/9. Fire District & School District Fee form expected on 12/12.","","MG:2212090211403112","","0","00000000B4D7753D","3034019131","","0"
"BP2022-0849","2022-12-09 00:00:00","GENERAL NOTE","MAGDALENA GUSAK","VOIDED (MG 12/9/2022 8:44:26 AM)(12/9/2022 8:43:55 AM MG) Action Created(12/9/2022 8:43 AM MG) - Received Credit Card Auth on 12/7 from Matt Soderer","","MG:2212090843552502","","0","00000000B4D1314D","3033608465","","0"
"BP2022-0849","2022-12-09 00:00:00","BUILDING NOTES","MAGDALENA GUSAK","(12/9/2022 8:47:33 AM MG) Action Created(12/9/2022 8:47 AM MG) - Received Credit Card Auth on 12/7 from Matt Soderer.-Fire/School forms sent. Notified applicant of FSA fees.-Waiting to receive electrical drawings for storage building prior to performing reviews. Applicant stated we should receive it at the end of the week (12/9).-Voided the pending reviews until payment is received.","","MG:2212090847332503","","0","00000000B4D132B5","3033608883","","0"
"BP2022-1181","2022-12-13 00:00:00","BUILDING NOTES","MAGDALENA GUSAK","(12/13/2022 2:52:03 PM MG) Action Created(12/13/2022 2:52 PM MG) Contractor needs to complete a business license application before pulling permits in Yolo County. Sent application to applicant 12/13.","","MG:2212130252025659","","0","00000000B4F9ECF7","3036278005","","0"
"BP2013-0153","2013-03-27 00:00:00","GENERAL NOTE","NORMAN BOEGER","VOIDED (EP 11/7/2017)(3/27/2013 7:44:41 AM NB) Action Created(3/27/2013 7:44:41 AM NB) Same Day Service was installing new A/C unit.","","NB:1303270744410005","","0","0000000059A14704","186073292","",""
"BP2019-1175","2020-06-25 00:00:00","FISCAL COMMENTS","NAVPREET GHUMAN","(6/25/2020 12:03:14 PM NG) Action Created(6/25/2020 12:03 PM NG) RECEIPT 87972 - 01/31/20 GL 07 N 7-00 1000(6/25/2020 12:03 PM NG)RECEIPT 87867 - 11/19/19 GL 05 N 266-00","","NG:2006251203132343","","0","0000000089A4D4AC","2309280866","","0"
"BP2019-0286","2021-02-01 00:00:00","FISCAL COMMENTS","NAVPREET GHUMAN","(2/1/2021 3:02:08 PM NG) Action Created(2/1/2021 3:02 PM NG) JE 2021-08-22 IB sent on 02/01/21 for receipt 90728 - $120,685.14","","NG:2102010302084297","2021-02-01 00:00:00","0","0000000092B4F15F","2461331805","","0"
"PW2020-0177","2020-09-10 00:00:00","FISCAL COMMENTS","NICHOLAS S BURTON","(9/10/2020 4:01:30 PM NSB) Action Created(9/10/2020 4:01 PM NSB) Initial payment of $10,000 made for Project PW2020-0007","","NSB:2009100401299085","2010-12-14 00:00:00","0","000000008CCA3AF6","2361986597","","0"
"BP2014-0107","2015-10-01 00:00:00","BUILDING NOTES","NICOLE  TINGLEY","(10/1/2015 3:28:44 PM NT) Action Created(10/1/2015 3:28 PM NT) Deferred submittal for the dispensing units& all related underground / OK; (Per Ed Short) 3:28pm 10/01/2015","","NT:1510010328449037","","0","0000000033F1F2C3","871494337","","0"
"BP2013-0497","2014-08-14 00:00:00","BUILDING NOTES","RAQUEL TORNEROS","(8/14/2014 10:24:06 AM RMT) Action Created(8/14/2014 10:24 AM RMT) EMAILED MR. MCCANDLES RE READY FOR ISSUANCE AND PAY OUTSTANDING FEES 8/12/2014","","RMT:1408141024060208","2014-09-09 00:00:00","0","000000001AF07B33","433836213","","0"
"BP2014-0107","2014-08-22 00:00:00","BUILDING NOTES","RAQUEL TORNEROS","(8/22/2014 3:28:49 PM RMT) Action Created(8/22/2014 3:28 PM RMT) RECEIVED REVISION AS PER WC3 COMMENTS. CONTRACTOR TBD.(8/26/2014 3:52 PM RMT)CONTACTED WC-3 TO REVIEW BDLG CYCLE 2 REVISION. SPOKE WITH JAQUI LUCAS(11/17/2014 10:09 AM RMT)MR. TONY SUBMITTED CYCLE#3 RESPONDED COMMENTS. AS PER MR. ED, WE NEED TWO COMPLETE SETS OF PLANS.(11/17/2014 11:36 AM RMT)VERIFIED WITH MR. TONY THAT ONLT SD-1 NEEDED CORRECTION. JM/ET INSERTED SD-1 BDLG CYCLE #2 PLANS.(11/17/2014 3:28 PM RMT)I CALLED ZAHRA  WC-3 PLAN EXAMINER TO VERIFY IF SHE RECEIVED BDLG CYCLE#3 RESPONDED/CORRECTED PLAN. AWAITING FOR HER CALL/EMAIL","","RMT:1408220328485603","2014-08-22 00:00:00","0","000000001FFD83EB","439606987","","0"
"BP2015-0230","2015-04-08 00:00:00","BUILDING NOTES","RAQUEL TORNEROS","(4/8/2015 1:11:35 PM RMT) Action Created(4/8/2015 1:11 PM RMT) CALLED APPLICANT RE PERMIT READY FOR PERMIT ISSUANCE.(4/20/2015 8:28 AM RMT)EMAILED APPLICANT, PERMIT READY FOR ISSUANCE","","RMT:1504080111355187","2015-04-08 00:00:00","0","00000000290B4D87","680750958","","0"
"TR2013-0295","2013-08-20 00:00:00","ISSUED PERMIT","SUELLEN COAST","(8/20/2013 1:33:45 PM SAC) Action Created","","SAC:1308200133459496","2013-08-20 00:00:00","0","000000000D35FBD6","221641674","","0"
"TR2013-0309","2013-08-29 00:00:00","ISSUED PERMIT","SUELLEN COAST","(8/29/2013 9:34:38 AM SAC) Action Created","","SAC:1308290934384871","2013-08-29 00:00:00","0","000000000D5D653C","224224527","","0"
