busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,Legacy Record,COUNTY COMMERCIAL,,A J'S SALOON,SOLE PROPRIETOR,,,JEROME/ARLENE NICHOLS,5,5813,,,,,BAR-SALE OF LIQUOR TO PUBLIC,2266,4/29/1990 0:00,NO,CAPAY ST.,,,N,Y,,,,,,,73,73,,,16867,YOLO AVENUE,,ESPARTO,CA,95627,16867 YOLO AVENUE,ESPARTO CA 95627,,049-312-007,P.O. BOX 435,ESPARTO,CA,95627,No,16867 YOLO AVENUE,ESPARTO,CA,95627,530-787-3732,0000000014E37D9B,,YOLO:11021013292231063,YOLO:11020115471030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Legacy Record,COUNTY COMMERCIAL,,COUNTRY FAIR/ HAPPY TIME,CORPORATION,,,GRANT PARK DEVELOPMENT,6,7033,,,,,Mobile Home/RV Park,1126,1/28/1984 0:00,NO,,,,Y,Y,,,,,,,469.6,334.7,134.9,,5130,COUNTY ROAD 99W,,DUNNIGAN,CA,95937,5130 COUNTY ROAD 99W,DUNNIGAN CA 95937,,052-050-002,P.O BOX 61,PASO ROBLES,CA,93447,No,5130 COUNTY ROAD 99W,DUNNIGAN,CA,95937,530-724-3336,000000005C77BCEC,,,YOLO:110201154710300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10997,Legacy Record,NOT IN UNINCORP,,HUFT HEATING AND AIR CONDITIONING INC.,CORPORATION,,,BRIAN HUFT,2,238220,,,,,"HVAC sales, repair, install and maintenance.",10997,4/13/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,Hufthvac@yahoo.com,9090,"UNION PARKWAY, STE 108",,ELK GROVE,CA,95624,"9090 UNION PARKWAY, STE 108",ELK GROVE CA 95624,,,"9090 UNION PARKWAY, STE 108",ELK GROVE,CA,95624,Yes,"9090 UNION PARKWAY, STE 108",ELK GROVE,CA,95624,916-686-2626,0000000098E7CCA6,,,YOLO:1102011547103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10998,Legacy Record,NOT IN UNINCORP,,"Nushake, Inc.",CORPORATION,,"Nushake, Inc.",Douglass & Elizabeth Heath,4,238160,,,,,"Roofing, insulation and gutters",10998,4/14/2009 0:00,NO,420175,"C2, C39, D24",6/30/2013,N,Y,,,,,,,334.7,264.8,69.9,Nushake@AOL.COM,708," INDUSTRIAL PARK DRIVE, SU",,MANTECA,CA,95337,"708 INDUSTRIAL PARK DRIVE, SU",MANTECA CA 95337,,,"708 INDUSTRIAL PARK DRIVE, SU ITE D",MANTECA,CA,95337,Yes,"708 INDUSTRIAL PARK DRIVE, SU ITE D",MANTECA,CA,95337,209-239-8616,000000000DE1FC91,,,YOLO:1102011547103001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,Legacy Record,HOME OCCUPATION,BOOKKEEPING,DESIGNS BY JORDAN LAINE,HOME OCCUPATION,,,JORDAN  WALDRON,0,316993,,,,,Provide creative and personal gifts at affordable prices. ,10999,4/16/2009 0:00,NO,,,,0,0,,,,,,,791.9,791.9,0,designsbyjordanlaine@yahoo.com,15730, COUNTY ROAD 98,,WOODLAND,CA,95695,15730 COUNTY ROAD 98,WOODLAND CA 95695,,,15730 COUNTY ROAD 98,WOODLAND,CA,95695,Yes,15730 COUNTY ROAD 98,WOODLAND,CA,95695,530-681-6524,99801225,,,YOLO:1102011547103002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,Legacy Record,HOME OCCUPATION,,"LOVES DRY CARPET CLEANING, ENTERPRISES",SOLE PROPRIETOR,,,KELLY LOVE,0,561740,,,,,"clean carpets, design clothes over internet.",11000,4/20/2009 0:00,NO,,,,N,Y,,,,,,,596.8,461.9,134.9,Kellyscottlove@yahoo.com,26262,"COUNTY ROAD 21A, #32",,ESPARTO,CA,95627,"26262 COUNTY ROAD 21A, #32",ESPARTO CA 95627,,049-480-001,"26262 COUNTY ROAD 21A, SUITE 3 2",ESPARTO,CA,95627,No,"26262 COUNTY ROAD 21A, #32 2",ESPARTO,CA,95627,530-787-1891,000000003C4BF784,,YOLO:11021013292231550,YOLO:1102011547103003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,Legacy Record,HOME OCCUPATION,,D AND D VARIETY STORE,SOLE PROPRIETOR,,,DARLENE NAUDOERFER,0,454111,,,,,"Selling and Listing Jewelry on Ebay, Shipping and packing items, logging items, selling new and used items.",11001,4/20/2009 0:00,NO,County Road 97,,,N,N,,,,,,,127,127,,Darlene13@msn.com,36334,STATE HIGHWAY 16,,WOODLAND,CA,95695,36334 STATE HIGHWAY 16,WOODLAND CA 95695,,025-130-004,36334 STATE HIGHWAY 16,WOODLAND,CA,95695,Yes,36334 STATE HIGHWAY 16,WOODLAND,CA,95695,530-406-1010,000000001F6D207F,,YOLO:1102101329222829,YOLO:1102011547103004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,Legacy Record,NOT IN UNINCORP,,LARSON TOWER SPECIALISTS,LIMITED LIABILITY CORPORATION,,,ERIC  LARSON,3,236118,,,,,"Installation of telecom sites, general contractor.",11002,4/21/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,marty@larsontower.com,3450,WEST 8600 SOUTH,,WEST JORDAN,CA,84088,3450 WEST 8600 SOUTH,WEST JORDAN CA 84088,,,3450 WEST 8600 SOUTH,WEST JORDAN,CA,84088,Yes,3450 WEST 8600 SOUTH,WEST JORDAN,CA,84088,801-567-5030,000000005761578F,,,YOLO:1102011547103005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,Legacy Record,PENDING APPLICATION,,ROB'S PERFORMANCE TRANSMISSIONS,SOLE PROPRIETOR,,,ROBERT JOHNSON,0,811113,,,,,Build Transmissions,11004,5/4/2009 0:00,NO,County Road 4,,,N,Y,,,,,,,127,127,,rjbulldogs@sbcglobal.net,2768,COUNTY ROAD 88A,,DUNNIGAN,CA,95937,2768 COUNTY ROAD 88A,DUNNIGAN CA 95937,,051-101-034,P O BOX 428,DUNNIGAN,CA,95937,No,2768 COUNTY ROAD 88A,DUNNIGAN,CA,95937,559-381-1961,00000000A1CEEE9A,,YOLO:11021013292232375,YOLO:1102011547103007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,Legacy Record,NOT IN UNINCORP,,KIELTY FAMILY SERVICES,SOLE PROPRIETOR,,,JEFF KIELTY,0,236118,,,,,Home maintenance and repairs.,11006,5/5/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,jskielty@hotmail.com,3099,GRIZZLY BAY RD.,,WEST SACRAMENTO,CA,95691,3099 GRIZZLY BAY RD.,WEST SACRAMENTO CA 95691,,,3099 GRIZZLY BAY RD.,WEST SACRAMENTO,CA,95691,Yes,3099 GRIZZLY BAY RD.,WEST SACRAMENTO,CA,95691,916-248-6205,00000000054F5205,,,YOLO:1102011547103009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Legacy Record,COUNTY COMMERCIAL,,COUNTRY FAIR ESTATES & HOME SALES,CORPORATION,,,R. LESLIE RUEFENACHT,3,5271,,,,,MOBILE HOME PARK & SALES,1863,2/28/1987 0:00,NO,CO.RD.8 & 99W,,,Y,N,,,,,,,50,,,,5130,COUNTY ROAD 99W,,DUNNIGAN,CA,95937,5130 COUNTY ROAD 99W,DUNNIGAN CA 95937,,052-050-031,1523 N. EL CAMINO DR,CLAYTON,CA,94517,No,5130 COUNTY ROAD 99W,DUNNIGAN,CA,95937,916-724-3336,0000000000269E6C,,,YOLO:110201154710301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,Legacy Record,NOT IN UNINCORP,,TYR CONSTRUCTION,SOLE PROPRIETOR,,,EVAN PURTILL,0,236118,,,,,General Building & home repair,11007,5/5/2009 0:00,NO,,,,N,Y,,,,,,,190.5,190.5,,,1123,DARNEL WAY,,SACRAMENTO,CA,95822,1123 DARNEL WAY,SACRAMENTO CA 95822,,,1123 DARNEL WAY,SACRAMENTO,CA,95822,Yes,1123 DARNEL WAY,SACRAMENTO,CA,95822,916-764-4733,0000000011AEE549,,,YOLO:1102011547103010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,Legacy Record,NOT IN UNINCORP,,MAUCH ROOFING,CORPORATION,,,LES  MAUCH,0,238160,,,,,Roofing Contractor,11008,5/5/2009 0:00,NO,,,,N,N,,,,,,,127,127,,,7845,BAR DU LN.,,SACRAMENTO,CA,95829,7845 BAR DU LN.,SACRAMENTO CA 95829,,,7845 BAR DU LN.,SACRAMENTO,CA,95829,Yes,7845 BAR DU LN.,SACRAMENTO,CA,95829,916-682-9249,00000000576157C4,,,YOLO:1102011547103011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,Legacy Record,HOME OCCUPATION,,MR. PIPES PLUMBING,SOLE PROPRIETOR,,,MIKE MULLER II,0,238220,,,,,"Any service, repair, remodel associated with plumbing.",11010,5/13/2009 0:00,NO,County Road 21A,,,N,Y,,,,,,,190.5,190.5,,,17795,COUNTY ROAD 86,,ESPARTO,CA,95627,17795 COUNTY ROAD 86,ESPARTO CA 95627,,049-170-016,P. O. BOX 355,MADISON,CA,95653,No,17795 COUNTY ROAD 86,ESPARTO,CA,95627,530-787-1777,00000000054F5211,,YOLO:11021013292230684,YOLO:1102011547103013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,Legacy Record,NOT IN UNINCORP,,FARWEST CORROSION CONTROL,CORPORATION,,,TROY G.  RANKIN,2,213111,,,,,Well drilling,11011,5/15/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,fskaff@farwst.com,2223, COMMERCE PLACE,,HAYWARD,CA,94545,2223 COMMERCE PLACE,HAYWARD CA 94545,,,2223 COMMERCE PLACE,HAYWARD,CA,94545,Yes,2223 COMMERCE PLACE,HAYWARD,CA,94545,310-532-9524,000000005EC29A50,,,YOLO:1102011547103014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,Legacy Record,NOT IN UNINCORP,,AKEENA SOLAR,CORPORATION,,,BARRY CINNAMAN,10,237130,,,,,Solar/ PV Installation,11013,5/19/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,mhager@akeena.com,3721, SANTA ROSA AVE. #B3,,SANTA ROSA ,CA,95407,3721 SANTA ROSA AVE. #B3,SANTA ROSA CA 95407,,,16005 LOS GATOS BLVD.,LOS GATOS,CA,95032,No,3721 SANTA ROSA AVE. #B3,SANTA ROSA ,CA,95407,707-206-9253,0000000057591AB0,,,YOLO:1102011547103016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,Legacy Record,HOME OCCUPATION,,BLOSSOM HAIR & NAILS SALON,SOLE PROPRIETOR,,BLOSSOM HAIR & NAILS SALON,LE MYVUI,1,812199,,,,,"Hair & Nails, body piercing, facial, permanent make-up",11014,5/26/2009 0:00,NO,,,,N,Y,,,,,,,821,821,0,blossom@sbcglobal.net,26317,WOODLAND AVE,,Esparto,CA,95627,26317 WOODLAND AVE,Esparto CA 95627,PARCEL,049-264-011,P.O. BOX 160,ESPARTO,CA,95627,No,26317 WOODLAND AVE,Esparto,CA,95627,530-787-3908,99802923,,YOLO:11021013292230883,YOLO:1102011547103017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,Legacy Record,COUNTY COMMERCIAL,,LOS ALTOS RECYCLING,PARTNERSHIP,,,JESUS  CORTEZ,1,562111,,,,,Recycling Center,11015,5/27/2009 0:00,NO,CR 21A,,,N,N,,,,,,,127,127,,,17343,FREMONT ST. ,,ESPARTO ,CA,95627,17343 FREMONT ST.,ESPARTO CA 95627,,049-384-001,6 KLONDIKE CT.,SACRAMENTO,CA,95627,No,17343 FREMONT ST.,ESPARTO ,CA,95627,916-612-8758,000000001B8D0FD9,,YOLO:11021013292231286,YOLO:1102011547103018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016,Legacy Record,NOT IN UNINCORP,,"DEBBIE, THE LOCKSMITH",SOLE PROPRIETOR,,,ANTHON WINTHER,0,561622,,,,,"Mobile locksmith, rekeying forclosed homes for agents/banks.",11016,5/29/2009 0:00,NO,,,,N,N,,,,,,,0,,,debbiethelocksmith@gmail.com,5004,HOLYOKE WY.,,SACRAMENTO,CA,95841,5004 HOLYOKE WY.,SACRAMENTO CA 95841,,,5004 HOLYOKE WY.,SACRAMENTO,CA,95841,Yes,5004 HOLYOKE WY.,SACRAMENTO,CA,95841,916-715-0065,00000000576158B1,,,YOLO:1102011547103019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,Legacy Record,NOT IN UNINCORP,,DAVIS FRUIT MARKET,SOLE PROPRIETOR,,,DARAB BOZORG CHAMI,0,5431,,,,,"PRODUCE PLANTS, FLOWER & COLD DRINKS",2878,9/24/1993 0:00,NO,I-80 RD.B32,,,N,Y,,,,,,,60,60,,,26295,MACE BLVD.,,DAVIS,CA,95616,26295 MACE BLVD.,DAVIS CA 95616,,033-630-009,26295 MACE BLVD.,DAVIS,CA,95616,Yes,26295 MACE BLVD.,DAVIS,CA,95616,530-758-4035,0000000042E4BBE4,,YOLO:1102101329229323,YOLO:110201154710302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11017,Legacy Record,NOT IN UNINCORP,,I M P OF SACRAMENTO,SOLE PROPRIETOR,,,RONALD EVANS,4,238990,,,,,Swimming pool contractor,11017,6/1/2009 0:00,NO,,,,N,Y,,,,,,,127,,,,3912,KENWOOD WAY,,ROSEVILLE,CA,95747,3912 KENWOOD WAY,ROSEVILLE CA 95747,,,3912 KENWOOD WAY,ROSEVILLE,CA,95747,Yes,3912 KENWOOD WAY,ROSEVILLE,CA,95747,916-786-7665,000000000026A87F,,,YOLO:1102011547103020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11018,Legacy Record,HOME OCCUPATION,,COUNTRY STYLE MEMORIES,PARTNERSHIP,,,ROY  WILSON,0,322299,,,,,Photo Matting & Framing,11018,6/3/2009 0:00,NO,5th Street,,,N,Y,,,,,,,127,127,,,37513, COUNTY ROAD 17,,YOLO,CA,95697,37513 COUNTY ROAD 17,YOLO CA 95697,,025-390-042,P.O. BOX 519,YOLO,CA,95697,No,37513 COUNTY ROAD 17,YOLO,CA,95697,530-662-0988,00000000054F5225,,YOLO:1102101329223425,YOLO:1102011547103021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020,Legacy Record,NOT IN UNINCORP,,HORIZON ONE CONSTRUCTION,SOLE PROPRIETOR,,,MARC KNOTT,0,238990,,,,,"Manufactured Home installation. Site work, foundation, home set, driveways, utilities.",11020,6/9/2009 0:00,NO,,,,N,Y,,,,,,,127,,,marchorizon@yahoo.com,6250,PARALLEL DRIVE,,ANDERSON,CA,96007,6250 PARALLEL DRIVE,ANDERSON CA 96007,,,6250 PARALLEL DRIVE,ANDERSON,CA,96007,Yes,6250 PARALLEL DRIVE,ANDERSON,CA,96007,530-378-5150,000000000026A882,,,YOLO:1102011547103023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11021,Legacy Record,NOT IN UNINCORP,,KIWI TREE,SOLE PROPRIETOR,,,NANCY  HOULDING,3,561730,,,,,Tree Service,11021,6/10/2009 0:00,NO,874837,"D49, C27",3/31/2012,N,Y,,,,,,,596.8,461.9,134.9,,1820,PALM PLACE,,DAVIS,CA,95618,1820 PALM PLACE,DAVIS CA 95618,,,P.O. BOX 1336,DAVIS ,CA,95617,No,1820 PALM PLACE,DAVIS,CA,95618,530-220-4650,0000000091E551E0,,,YOLO:1102011547103024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11022,Legacy Record,NOT IN UNINCORP,,JEFF PRESCOTT CONSTRUCTION,SOLE PROPRIETOR,,,JEFF  PRESCOTT,0,1521,,,,,General contractor ,11022,6/10/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,,4200, IDLE CREEK DRIVE,,SHINGLE SPRINGS,CA,95682,4200 IDLE CREEK DRIVE,SHINGLE SPRINGS CA 95682,,,4200 IDLE CREEK DRIVE,SHINGLE SPRINGS,CA,95682,Yes,4200 IDLE CREEK DRIVE,SHINGLE SPRINGS,CA,95682,530-677-5237,00000000576158C8,,,YOLO:1102011547103025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11023,Legacy Record,COUNTY COMMERCIAL,,YOLO POULTRY LLC,LIMITED LIABILITY CORPORATION,,,NICK  DEAMER,0,424440,,,,,"Raising, maintaining poultry,watering, feeding & transporting to processing.",11023,6/12/2009 0:00,NO,CR 102,N/A,,N,Y,,,,,,,127,127,,nick.deamer@gmail.com,41501,COUNTY ROAD 27,,WOODLAND,CA,95776,41501 COUNTY ROAD 27,WOODLAND CA 95776,,042-080-004,41501 COUNTY ROAD 27,WOODLAND,CA,95776,Yes,41501 COUNTY ROAD 27,WOODLAND,CA,95776,781-696-3944,00000000054F5239,,YOLO:11021013292220677,YOLO:1102011547103026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11024,Legacy Record,HOME OCCUPATION,,BIG FAT MOON,PARTNERSHIP,,,CHRISTINA  HOM,0,711510,,,,,Selling imported hand-painted art via website only. Processing orders and taking shipments to the UPS store.,11024,6/12/2009 0:00,NO,Hwy 16,,,N,Y,,,,,,,127,127,,mail@bigfatmoon.com,17047,FOREST AVE.,,GUINDA,CA,95637,17047 FOREST AVE.,GUINDA CA 95637,,060-100-008,P.O. BOX 201,GUINDA,CA,95637,No,17047 FOREST AVE.,GUINDA,CA,95637,530-796-0510,000000002582FDE1,,YOLO:11021013292236638,YOLO:1102011547103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11026,Legacy Record,NOT IN UNINCORP,,GILWEE ELECTRIC,SOLE PROPRIETOR,,,CHRIS  GILWEE,2,238210,,,,,Electrical Contractor,11026,6/12/2009 0:00,NO,,,,N,Y,,,,,,,127,,,seegilwee@sbcglobal.net,16981,PLACER HILLS RD.,,MEADOW VISTA,CA,95722,16981 PLACER HILLS RD.,MEADOW VISTA CA 95722,,,P.O. BOX 461,MEADOW VISTA,CA,95722,No,16981 PLACER HILLS RD.,MEADOW VISTA,CA,95722,530-878-1314,000000000026A888,,,YOLO:1102011547103029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Legacy Record,HOME OCCUPATION,,"ACTION BUS COMPANY, INC.",CORPORATION,,,CATHERINE TANGREN,6,4729,,,,,SCHOOL BUS & CHILDREN RELATED TRANSPORTATION CORPORATION.,929,2/7/1985 0:00,NO,CO.RD. 96,,3544,Y,Y,,,,,,,90,90,,,35490,COUNTY ROAD 31,,DAVIS,CA,95616,35490 COUNTY ROAD 31,DAVIS CA 95616,,073-010-021,35490 COUNTY ROAD 31,DAVIS,CA,95616,Yes,35490 COUNTY ROAD 31,DAVIS,CA,95616,530-756-9447,000000000AE89EFB,,,YOLO:110201154710303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028,Legacy Record,HOME OCCUPATION,,SISSY'S HOTSHOT SERVICE,SOLE PROPRIETOR,,,ANGELA  SMITH,0,541614,,,,,Phone calls & bookeeping at business address for hauling of light equipment at customer location. ,11028,6/23/2009 0:00,NO,,,,N,Y,,,,,,,201.06,201.06,,angie5smi@aol.com,19380, COUNTY ROAD 98,,WOODLAND,CA,95695,19380 COUNTY ROAD 98,WOODLAND CA 95695,,,19380 COUNTY ROAD 98,WOODLAND,CA,95695,Yes,19380 COUNTY ROAD 98,WOODLAND,CA,95695,530-867-5113,000000009E8DC997,,,YOLO:1102011547103031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,Legacy Record,DENIED,,GIL'S CORNER,SOLE PROPRIETOR,,,GILBERT  PLUBELL,0,5963,,,,,"Farmers market, flea market- daily 8am- 5pm.",11029,6/19/2009 0:00,NO,Locust St.,,,N,Y,,,,,,,201.06,201.06,,gilbertplubell@sbcglobal.net,42244, THIRD ST.,,KNIGHTS LANDING,CA,95645,42244 THIRD ST.,KNIGHTS LANDING CA 95645,,056-298-006,P.O. BOX 64,KNIGHTS LANDING,CA,95645,No,42244 THIRD ST.,KNIGHTS LANDING,CA,95645,650-642-7824,00000000576FAC8D,,YOLO:11021013292233949,YOLO:1102011547103032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11031,Legacy Record,HOME OCCUPATION,,EAST BAY DRILLING,SOLE PROPRIETOR,,,SCOTT BAKER,2,237110,,,,,Water Well drilling contractor,11031,6/24/2009 0:00,NO,Clay St.,,,N,Y,,,,,,,201.06,201.06,,scottbaker@wildblue.net,14253,SECOND ST.,,YOLO,CA,95697,14253 SECOND ST.,YOLO CA 95697,,025-413-011,P.O. BOX 475,YOLO,CA,95697,No,14253 SECOND ST.,YOLO,CA,95697,530-567-5295,00000000054F525B,,YOLO:1102101329223493,YOLO:1102011547103034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11032,Legacy Record,NOT IN UNINCORP,,FRIENDLY CAB,SOLE PROPRIETOR,,,BRUCE  HANSEN,3,485310,,,,,Taxicab Company,11032,6/25/2009 0:00,NO,,,,N,Y,,,,,,,201.06,201.06,,,2435, CREEKHOLLOW LN.,,DAVIS,CA,95616,2435 CREEKHOLLOW LN.,DAVIS CA 95616,,,P.O. BOX 74081,DAVIS,CA,95617,No,2435 CREEKHOLLOW LN.,DAVIS,CA,95616,916-224-4652,000000000A6F2DD7,,,YOLO:1102011547103035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033,Legacy Record,COUNTY COMMERCIAL,,PALOMAR RECYCLING,SOLE PROPRIETOR,,,RAUL  PALOMAR,0,562111,,,,,"Beverage container recycling center: aluminum, glass, and plastic. ",11033,6/26/2009 0:00,NO,Woodland Avenue,,,N,Y,,,,,,,127,127,,lizraul@yahoo.com,16814, FREEMONT STREET,,ESPARTO,CA,95627,16814 FREEMONT STREET,ESPARTO CA 95627,,049-271-004,3351 DUCKHORN DRIVE #418,SACRAMENTO,CA,95834,No,16814 FREEMONT STREET,ESPARTO,CA,95627,530-383-1737,0000000089B20BE0,,YOLO:11021013292230894,YOLO:1102011547103036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11035,Legacy Record,NOT IN UNINCORP,,BILLTRUST,CORPORATION,,Billtrust,FLINT  LANE,3,323114,,,,,Laser Print & Mail Services,11035,6/30/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,accounting@billtrust.com,545,"100 American Metro Blvd,",Ste 150,"Hamilton,",NJ,8619,"545 100 American Metro Blvd, Ste 150","Hamilton, NJ 8619",,,"100 American Metro Blvd, Ste 150","Hamilton,",NJ,8619,No,"545 100 American Metro Blvd, Ste 150","Hamilton,",NJ,8619,609-235-1010,4866444,,,YOLO:1102011547103038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11036,Legacy Record,NOT IN UNINCORP,CONTRACTOR,ALVES BUSINESS SERVICES,SOLE PROPRIETOR,,,JOHN  ALVES,0,541219,,,,,"Accounting, bookkeeping & administrative services.",11036,7/1/2009 0:00,NO,,,,N,Y,,,,,,,398.18,328.28,69.9,hla74@hotmail.com,715,W. KEYSTONE AVE,,WOODLAND,CA,95695,715 W. KEYSTONE AVE,WOODLAND CA 95695,,025-210-072,715 W. KEYSTONE AVE,WOODLAND,CA,95695,Yes,715 W. KEYSTONE AVE,WOODLAND,CA,95695,916-410-2257,000000000DE1FD3C,,YOLO:1102101329223097,YOLO:1102011547103039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,Legacy Record,NOT IN UNINCORP,,ADVANCE LONDON CHIMNEY SWEEP,SOLE PROPRIETOR,,,C.V. CATELLO,0,1741,,,,,CHIMNEY CLEANING & REPAIR - WOOD STOVE & FIRE PLACE INSTALLATION,2152,1/27/1994 0:00,NO,,,,N,N,,,,,,,0,,,,8372,AURELIUS WAY,,ORNAGEVALE,CA,95662,8372 AURELIUS WAY,ORNAGEVALE CA 95662,,,8372 AURELIUS WAY,ORNAGEVALE,CA,95662,Yes,8372 AURELIUS WAY,ORNAGEVALE,CA,95662,916-961-1554,0000000000269EFC,,,YOLO:110201154710304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11037,Legacy Record,NOT IN UNINCORP,,COLOUR,CORPORATION,,,JIM  SWANSON,0,23890,,,,,Concrete polishing ,11037,7/2/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,colourconcrete@sbcglobal.net,665, SKYLINE COURT,,PLACERVILLE,CA,95667,665 SKYLINE COURT,PLACERVILLE CA 95667,,,665 SKYLINE COURT,PLACERVILLE,CA,95667,Yes,665 SKYLINE COURT,PLACERVILLE,CA,95667,530-621-2010,000000005B0EA0C0,,,YOLO:1102011547103040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11038,Legacy Record,NOT IN UNINCORP,,BILL'S ROOFING,CORPORATION,,Bill's Roofing,BILL JUSTIS,4,238160,,,,,Roofing contractor,11038,7/8/2009 0:00,NO,,,,N,Y,,,,,,,127,127,0,,1624, NORTH C STREET,,SACRAMENTO,CA,95811,1624 NORTH C STREET,SACRAMENTO CA 95811,,,1624 NORTH C STREET,SACRAMENTO,CA,95811,Yes,1624 NORTH C STREET,SACRAMENTO,CA,95811,916-444-1066,00000000241DCF1F,,,YOLO:1102011547103041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11040,Legacy Record,NOT IN UNINCORP,,"DUKE SHERWOOD CONTRACTING, INC. ",CORPORATION,,,DOUG SHERWOOD,5,238910,,,,,Engineering contracting,11040,7/21/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,,495, STIMPSON ROAD,,OROVILLE,CA,95965,495 STIMPSON ROAD,OROVILLE CA 95965,,,495 STIMPSON ROAD,OROVILLE,CA,95965,Yes,495 STIMPSON ROAD,OROVILLE,CA,95965,530-533-2710,00000000576158FE,,,YOLO:1102011547103043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11041,Legacy Record,HOME OCCUPATION,,C & S ENTERPRISES,SOLE PROPRIETOR,,,STEVEN & CYNTHIA  GRAHAM,0,454111,,,,,Internet business sales.  ,11041,7/21/2009 0:00,NO,,,,N,Y,,,,,,,127,,,,26842, MADISON STREET,,ESPARTO,CA,95627,26842 MADISON STREET,ESPARTO CA 95627,,,26842 MADISON STREET,ESPARTO,CA,95627,Yes,26842 MADISON STREET,ESPARTO,CA,95627,530-787-3299,000000000026A897,,,YOLO:1102011547103044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11042,Legacy Record,NOT IN UNINCORP,,BILL DONOVAN GENERAL CONTRACTOR,SOLE PROPRIETOR,,,BILL DONOVAN,0,238130,,,,,General contractor.,11042,7/21/2009 0:00,NO,,,,N,Y,,,,,,,127,127,,,12139, NORTHWOODS BOULEVARD,,TRUCKEE,CA,96161,12139 NORTHWOODS BOULEVARD,TRUCKEE CA 96161,,,P.O. BOX 1083,TRUCKEE,CA,96161,No,12139 NORTHWOODS BOULEVARD,TRUCKEE,CA,96161,530-902-4717,57615912,,,YOLO:1102011547103045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
